Light;Co2;TDS;TEMP;HUM;WaterTemp;pH;CropType;Method;yield_per_sqm
18368,7;816,1;1055,4;25,57;60,25;21,17;6,12;Lettuce;AEROPONIC;5,394
19926,5;785,1;1634,4;22,43;68,82;18,16;6,32;Chinese Cabbage;AQUAPONIC;4,177
11054,2;831,0;1316,1;25,2;59,34;21,52;6,26;Bok Choy;AQUAPONIC;4,578
16001,5;786,6;1728,5;24,68;71,42;19,77;6,04;Kale;AQUAPONIC;5,404
17693,8;467,5;1108,4;24,89;58,91;20,89;6,22;Kale;AQUAPONIC;5,448
22449,8;649,5;1332,4;21,06;69,15;17,02;5,77;Kale;SOIL_BASED;4,598
19738,2;689,6;1306,8;23,7;53,66;18,35;6,1;Lettuce;AEROPONIC;5,681
13602,6;503,0;1453,0;24,35;58,39;21,89;6,11;Bok Choy;SOIL_BASED;3,379
8937,4;785,2;1477,1;26,95;74,0;24,26;5,28;Bok Choy;SOIL_BASED;3,481
10265,4;653,7;934,1;23,79;78,9;18,32;6,05;Lettuce;HYDROPONIC;5,596
16854,6;632,3;1588,9;24,71;75,75;19,59;5,74;Kale;SOIL_BASED;4,403
14717,4;487,7;1511,9;20,95;74,44;15,94;5,25;Kale;SOIL_BASED;4,098
12059,2;711,9;890,9;23,69;80,59;17,19;6,08;Chinese Cabbage;HYDROPONIC;4,575
7546,6;809,5;1654,6;25,93;76,21;21,06;5,59;Spinach;AQUAPONIC;4,802
17601,4;783,9;951,7;21,58;54,99;17,19;5,97;Bok Choy;AQUAPONIC;4,763
10465,1;861,1;1352,1;22,41;76,1;19,3;6,13;Bok Choy;SOIL_BASED;3,733
19459,2;709,8;1203,1;20,8;75,97;16,5;6,25;Bok Choy;HYDROPONIC;4,882
11002,2;911,1;1233,1;19,7;52,08;16,12;6,71;Spinach;AQUAPONIC;4,358
12943,9;870,1;1190,8;21,09;62,28;17,02;5,05;Chinese Cabbage;HYDROPONIC;4,365
12166,2;738,4;1416,1;25,07;81,42;23,07;6,05;Spinach;AEROPONIC;4,827
16719,5;732,8;1049,6;22,81;66,9;19,94;6,59;Kale;AEROPONIC;6,118
12150,2;1053,6;1524,6;21,1;58,3;17,16;5,9;Kale;AEROPONIC;5,962
13760,4;704,1;1419,2;29,6;75,34;25,2;6,19;Bok Choy;AEROPONIC;5,072
13276,3;1025,9;1238,0;21,54;65,66;17,93;5,92;Lettuce;SOIL_BASED;4,265
11425,3;879,6;1508,3;25,25;64,72;21,15;5,7;Bok Choy;AEROPONIC;5,124
14555,1;646,7;1148,0;24,43;75,43;20,83;6,81;Lettuce;AEROPONIC;5,772
15427,4;771,1;1269,3;24,19;71,43;20,8;6,13;Spinach;HYDROPONIC;4,855
16966,4;701,1;889,9;18,37;67,0;13,6;6,33;Kale;AQUAPONIC;5,167
16637,3;662,9;1134,9;27,06;70,81;23,6;6,64;Lettuce;HYDROPONIC;5,412
17012,3;768,5;1052,4;24,39;66,51;21,13;6,3;Spinach;SOIL_BASED;3,288
8302,5;663,4;823,1;26,07;75,77;20,05;6,5;Kale;AEROPONIC;6,324
14420,4;654,5;1239,5;26,69;55,95;22,22;6,25;Lettuce;AQUAPONIC;5,186
11369,4;784,6;1250,4;28,3;66,36;23,92;6,37;Bok Choy;AQUAPONIC;3,912
14534,9;922,1;1357,2;20,7;64,49;16,98;5,84;Bok Choy;AEROPONIC;5,068
14987,5;720,9;1430,1;21,49;70,6;16,68;6,17;Bok Choy;AEROPONIC;5,411
15227,2;802,7;1221,2;21,87;58,42;17,67;5,94;Spinach;SOIL_BASED;3,252
8885,4;801,4;1409,4;21,07;80,75;17,81;6,13;Bok Choy;SOIL_BASED;3,151
22877,4;645,9;1512,8;27,2;61,69;21,65;5,31;Chinese Cabbage;AEROPONIC;4,6
22556,8;971,0;1565,5;20,69;77,0;17,72;6,1;Kale;AEROPONIC;6,257
12320,5;719,5;1430,3;22,44;73,14;17,8;6,19;Spinach;AEROPONIC;4,765
10603,4;674,2;1407,0;18,93;69,83;15,97;5,88;Bok Choy;AEROPONIC;4,963
24446,8;957,3;1024,0;25,55;70,09;20,91;6,3;Kale;AQUAPONIC;5,444
18374,4;826,1;1490,3;23,14;52,22;17,7;5,97;Lettuce;SOIL_BASED;3,935
17121,0;907,9;1022,1;25,97;63,71;22,92;6,24;Bok Choy;AEROPONIC;5,102
10214,2;636,8;1363,8;25,46;95,0;20,11;6,67;Kale;AEROPONIC;6,327
20140,9;1052,3;1452,4;18,9;69,81;15,01;5,77;Chinese Cabbage;AQUAPONIC;3,907
11459,9;593,0;1392,1;24,02;71,49;19,74;5,78;Lettuce;HYDROPONIC;5,456
13851,2;894,9;595,7;20,45;51,7;18,1;6,51;Chinese Cabbage;AEROPONIC;4,323
19320,0;872,8;1489,3;23,9;65,93;19,22;5,8;Kale;AQUAPONIC;5,567
13058,8;754,8;1672,3;21,86;64,97;18,4;6,17;Chinese Cabbage;AQUAPONIC;4,166
15315,6;902,3;868,1;28,63;61,71;24,71;6,0;Kale;HYDROPONIC;5,721
18612,4;566,2;1326,1;30,96;72,88;26,0;5,15;Kale;SOIL_BASED;4,248
10261,6;774,5;1231,1;22,81;64,37;18,96;6,05;Chinese Cabbage;SOIL_BASED;2,982
18566,4;901,8;1291,9;23,78;61,84;20,69;5,76;Kale;SOIL_BASED;4,498
20125,2;934,6;1613,9;17,1;55,5;12,0;6,17;Bok Choy;AEROPONIC;4,852
14259,1;901,6;1342,5;18,9;58,6;14,98;6,41;Kale;SOIL_BASED;4,237
18816,1;462,7;1025,5;24,58;59,64;20,65;5,74;Spinach;AEROPONIC;4,927
11783,6;895,6;1107,1;23,41;65,09;18,67;5,88;Kale;AEROPONIC;6,292
9121,7;814,3;1078,6;24,68;63,79;19,86;5,49;Spinach;AQUAPONIC;4,179
7564,9;975,4;794,0;21,27;62,67;15,41;6,13;Kale;SOIL_BASED;4,203
16296,1;771,1;1137,3;24,35;53,69;20,57;6,04;Kale;SOIL_BASED;4,263
16085,4;504,6;1455,7;16,42;59,45;13,0;6,26;Chinese Cabbage;SOIL_BASED;3,25
12453,9;774,4;1366,6;21,79;69,09;17,35;6,2;Bok Choy;AEROPONIC;5,41
18601,5;563,5;1324,6;24,81;80,4;20,07;6,17;Bok Choy;AEROPONIC;4,937
12242,8;807,2;1204,9;28,25;81,61;24,04;5,88;Lettuce;SOIL_BASED;4,237
10153,9;628,0;1260,9;23,17;85,0;18,91;6,44;Chinese Cabbage;AEROPONIC;4,327
11180,5;973,8;1420,3;25,15;70,24;20,75;6,31;Chinese Cabbage;AEROPONIC;4,586
19441,3;793,9;1500,6;21,63;67,53;17,58;6,25;Bok Choy;HYDROPONIC;4,726
17445,2;480,9;1358,0;24,74;73,39;21,08;6,04;Chinese Cabbage;HYDROPONIC;4,394
13913,4;976,3;997,7;22,12;64,96;18,59;6,55;Bok Choy;SOIL_BASED;3,684
13555,9;1119,7;1168,4;28,97;74,82;25,46;6,26;Chinese Cabbage;SOIL_BASED;3,148
12516,6;670,8;1393,6;22,58;66,63;18,09;6,17;Kale;HYDROPONIC;5,783
5978,4;592,3;1107,3;23,02;70,35;20,07;5,53;Bok Choy;AEROPONIC;5,109
8902,1;602,1;1119,5;25,67;61,8;20,77;6,5;Bok Choy;AEROPONIC;4,804
14012,2;468,1;1461,9;24,91;76,2;19,74;7,03;Spinach;AQUAPONIC;4,545
16564,6;848,1;1485,7;22,48;59,63;17,87;5,93;Chinese Cabbage;SOIL_BASED;3,234
13354,9;677,7;1030,4;24,65;62,59;21,75;5,92;Chinese Cabbage;SOIL_BASED;3,4
9071,5;668,0;928,1;20,55;65,14;17,16;5,92;Bok Choy;SOIL_BASED;3,636
20191,1;729,8;965,7;24,13;60,89;20,86;5,97;Kale;AQUAPONIC;5,345
9699,5;970,0;1453,9;25,04;72,81;21,94;5,82;Kale;AQUAPONIC;5,6
14557,9;728,6;1060,6;22,32;69,1;18,4;6,77;Kale;AEROPONIC;6,021
15056,6;703,9;1140,6;22,46;59,7;17,12;6,38;Chinese Cabbage;HYDROPONIC;4,22
22708,5;628,4;959,3;21,74;63,57;16,74;6,17;Spinach;HYDROPONIC;4,661
11196,3;844,5;1283,7;19,48;69,19;14,57;6,4;Bok Choy;HYDROPONIC;5,108
14662,5;633,1;1218,8;24,66;69,77;22,37;6,39;Lettuce;AEROPONIC;5,75
15124,9;705,4;1395,2;22,17;59,88;16,56;5,76;Spinach;HYDROPONIC;4,305
10520,4;934,2;1369,1;25,06;68,14;19,64;6,03;Lettuce;AQUAPONIC;5,148
15557,1;575,1;774,0;22,99;73,3;19,74;6,19;Spinach;AQUAPONIC;4,473
12972,5;524,1;1371,7;25,22;65,42;22,51;6,35;Kale;SOIL_BASED;4,464
13415,1;690,8;1257,6;18,7;59,28;14,4;6,32;Chinese Cabbage;HYDROPONIC;4,323
11970,2;758,7;1600,3;20,29;79,32;14,43;6,1;Lettuce;AQUAPONIC;5,028
18620,6;834,4;1065,9;21,14;73,34;16,6;5,36;Spinach;SOIL_BASED;3,447
14056,9;760,0;1422,9;26,85;64,47;22,91;5,52;Chinese Cabbage;HYDROPONIC;4,247
11694,0;783,3;1303,6;24,63;68,81;20,4;5,9;Lettuce;HYDROPONIC;5,599
6920,5;1011,7;1057,6;22,76;64,98;17,92;6,51;Bok Choy;AQUAPONIC;4,69
21083,8;846,6;1556,9;22,16;59,59;18,59;6,12;Spinach;SOIL_BASED;3,434
14764,5;722,2;1384,3;25,17;73,8;20,55;6,07;Bok Choy;SOIL_BASED;3,605
19007,9;767,2;1190,9;21,85;82,16;16,53;5,85;Kale;AQUAPONIC;5,613
18835,6;742,3;1054,6;25,56;75,7;22,22;6,02;Bok Choy;AQUAPONIC;4,689
15812,4;892,9;1580,2;22,9;70,09;18,38;6,43;Bok Choy;AQUAPONIC;4,739
17695,1;976,0;1503,4;27,12;65,31;21,94;6,09;Spinach;HYDROPONIC;4,967
18931,2;758,8;1282,9;20,86;45,37;18,08;6,16;Kale;AQUAPONIC;5,375
10867,7;595,8;1275,9;23,14;81,34;19,11;5,22;Bok Choy;AQUAPONIC;4,498
17628,3;949,5;988,5;20,93;62,34;17,42;5,64;Chinese Cabbage;AEROPONIC;4,573
15498,2;649,9;1636,5;28,06;75,08;24,62;6,41;Lettuce;AQUAPONIC;4,933
11385,2;793,0;989,8;23,56;76,0;18,1;6,13;Bok Choy;AQUAPONIC;4,382
17512,6;392,5;1515,3;20,68;75,76;15,73;6,01;Kale;HYDROPONIC;5,883
11139,9;678,3;1805,2;20,97;56,11;15,78;5,77;Bok Choy;SOIL_BASED;3,944
16433,3;885,3;1080,3;24,94;76,36;19,92;5,81;Lettuce;HYDROPONIC;5,47
15499,2;871,2;1150,7;18,41;63,96;13,99;6,0;Kale;AEROPONIC;6,481
12231,6;631,4;1074,9;23,0;67,24;18,34;5,91;Spinach;AQUAPONIC;4,229
21094,9;830,8;1602,8;21,11;66,98;15,94;6,24;Kale;AQUAPONIC;5,52
17537,5;418,7;1313,7;23,05;62,76;18,94;6,51;Spinach;AQUAPONIC;4,699
11684,6;614,6;895,4;23,78;65,46;18,97;6,45;Kale;AQUAPONIC;5,302
18885,2;648,3;999,3;23,22;69,2;17,32;5,63;Lettuce;AQUAPONIC;4,967
13276,4;917,1;1452,5;22,75;60,01;17,87;6,21;Lettuce;AQUAPONIC;4,915
13085,3;732,8;1089,0;23,96;54,12;19,99;6,68;Kale;AEROPONIC;5,893
17851,3;842,5;821,0;28,4;75,6;24,41;6,17;Bok Choy;AQUAPONIC;4,392
16796,7;879,3;1426,2;27,07;70,46;23,39;6,45;Lettuce;AQUAPONIC;4,945
13632,8;776,3;1376,0;22,55;52,16;19,49;6,62;Spinach;AQUAPONIC;4,295
20010,1;964,3;1082,8;25,53;71,45;23,76;6,19;Spinach;AEROPONIC;4,7
11762,6;653,8;1188,9;25,39;66,45;22,03;5,85;Chinese Cabbage;AQUAPONIC;3,974
19482,0;806,6;1194,0;22,44;56,93;18,56;6,23;Spinach;AEROPONIC;4,686
11868,1;475,8;1229,6;23,41;63,36;18,96;5,56;Chinese Cabbage;HYDROPONIC;4,458
15783,6;872,2;1634,9;25,01;71,14;20,39;6,19;Kale;AQUAPONIC;5,491
13252,6;860,8;1472,2;21,46;59,56;17,38;6,28;Kale;SOIL_BASED;4,449
17292,2;717,6;1431,6;22,83;59,35;18,94;5,28;Kale;AEROPONIC;6,179
7374,5;690,8;1256,3;22,95;63,18;17,57;5,33;Bok Choy;HYDROPONIC;4,918
10852,7;934,2;1081,9;22,74;59,97;19,27;6,4;Bok Choy;AEROPONIC;5,207
16514,1;697,3;1654,6;22,63;58,63;16,45;5,45;Chinese Cabbage;AEROPONIC;4,259
17593,6;918,2;1276,1;24,74;58,49;21,32;5,66;Spinach;HYDROPONIC;4,547
12274,5;704,0;1031,4;23,57;71,68;19,62;6,24;Spinach;AQUAPONIC;4,536
18267,2;844,8;2064,3;25,29;60,29;21,51;5,72;Kale;AQUAPONIC;5,43
12064,6;591,2;1339,5;30,56;77,2;27,01;6,08;Lettuce;AEROPONIC;5,669
16318,4;695,9;984,2;22,0;86,33;18,86;6,36;Bok Choy;HYDROPONIC;4,621
14010,1;795,1;1509,0;24,11;66,62;20,49;6,34;Bok Choy;AQUAPONIC;4,425
9240,4;1061,8;1530,9;24,92;85,15;19,24;6,41;Kale;AEROPONIC;6,349
20667,4;954,7;1175,7;26,56;72,61;21,19;6,24;Bok Choy;SOIL_BASED;3,674
12544,5;728,8;1047,6;24,72;69,38;20,41;6,52;Kale;HYDROPONIC;5,911
11926,4;967,6;1212,4;20,44;67,47;16,56;5,86;Chinese Cabbage;SOIL_BASED;3,38
13163,5;747,9;1457,4;21,65;51,38;15,51;6,04;Spinach;SOIL_BASED;3,655
13007,9;882,9;1487,0;23,91;64,17;21,05;6,06;Lettuce;AEROPONIC;5,992
15217,5;748,5;1121,6;21,57;58,44;17,68;5,23;Spinach;HYDROPONIC;4,827
12840,6;666,4;1646,9;19,37;75,44;17,19;6,1;Spinach;AQUAPONIC;4,226
12669,5;706,2;884,0;21,24;82,56;15,68;6,5;Chinese Cabbage;AQUAPONIC;4,077
16191,5;513,2;1124,1;21,26;69,82;16,36;6,21;Bok Choy;AEROPONIC;5,473
14524,2;705,2;1248,7;20,67;70,14;16,17;6,36;Lettuce;AQUAPONIC;5,152
16122,7;606,6;1199,5;30,57;76,18;26,82;6,03;Bok Choy;AQUAPONIC;4,266
13498,9;825,9;1146,1;24,38;69,01;18,84;6,43;Spinach;SOIL_BASED;3,478
15556,0;896,3;1609,9;23,82;78,23;19,21;5,82;Kale;SOIL_BASED;4,382
9174,0;716,2;1243,5;26,07;88,1;21,91;6,19;Spinach;HYDROPONIC;4,337
18321,5;581,0;1377,8;28,54;80,28;22,76;6,95;Bok Choy;SOIL_BASED;3,692
13063,9;926,7;1365,4;24,58;62,71;19,48;6,42;Spinach;AQUAPONIC;4,375
13734,9;724,1;1374,8;26,35;75,14;23,04;6,06;Kale;HYDROPONIC;5,695
16417,7;945,9;1236,4;22,09;62,32;17,3;5,61;Chinese Cabbage;HYDROPONIC;4,35
15358,6;821,6;811,3;20,96;66,12;17,79;6,63;Bok Choy;AEROPONIC;4,931
16725,4;1050,9;1514,6;26,05;81,97;20,72;6,84;Spinach;SOIL_BASED;3,253
19286,1;750,3;1258,5;25,99;59,52;20,41;6,85;Bok Choy;HYDROPONIC;5,269
13646,8;482,4;1158,5;25,73;64,63;22,93;6,29;Chinese Cabbage;AQUAPONIC;4,042
14360,2;800,2;1159,0;23,85;77,71;19,45;5,01;Spinach;HYDROPONIC;4,644
23907,6;639,9;1359,2;21,32;60,72;17,51;5,89;Spinach;HYDROPONIC;4,394
12840,2;637,8;1149,9;22,15;51,7;18,95;6,67;Bok Choy;AEROPONIC;5,112
12144,9;967,2;1223,2;26,73;55,32;21,3;6,11;Bok Choy;AQUAPONIC;4,462
17267,8;819,9;1460,4;21,85;62,83;18,42;6,2;Kale;AQUAPONIC;5,427
17782,9;676,8;1333,0;24,02;67,67;20,55;6,06;Chinese Cabbage;SOIL_BASED;3,097
17460,6;784,7;1051,9;21,34;65,42;17,7;6,14;Kale;AQUAPONIC;5,712
12184,9;783,8;1423,0;22,96;63,65;20,0;5,72;Spinach;HYDROPONIC;4,928
14008,1;506,2;1201,7;20,47;68,65;15,85;5,56;Bok Choy;AQUAPONIC;4,679
14484,2;904,5;1499,0;23,29;63,78;19,74;5,35;Spinach;AQUAPONIC;4,029
13468,2;887,2;1180,3;22,16;62,08;17,89;5,98;Spinach;HYDROPONIC;4,677
15076,4;727,0;1318,9;18,72;69,95;14,83;5,48;Lettuce;AEROPONIC;6,041
13409,2;813,0;1435,6;25,33;68,98;20,25;6,71;Lettuce;SOIL_BASED;4,025
19837,6;602,0;1054,7;25,21;76,64;20,33;6,09;Spinach;SOIL_BASED;3,313
11029,5;1056,9;1466,0;23,66;85,16;19,38;5,87;Bok Choy;AEROPONIC;4,951
20613,1;913,9;1722,0;20,35;50,07;16,62;6,3;Spinach;HYDROPONIC;4,748
10125,4;703,8;1403,3;20,39;72,41;16,93;5,87;Lettuce;SOIL_BASED;3,845
21431,6;620,3;1332,8;30,03;69,35;26,8;6,79;Bok Choy;AEROPONIC;4,996
17744,0;708,8;1512,2;16,16;78,86;12,33;6,16;Spinach;AEROPONIC;4,416
12062,3;668,8;1496,0;20,45;63,69;17,65;6,3;Chinese Cabbage;AEROPONIC;4,562
14483,4;839,7;1316,5;29,52;64,8;25,61;6,36;Chinese Cabbage;SOIL_BASED;3,444
16973,1;710,4;1035,3;30,4;57,02;25,69;5,67;Spinach;SOIL_BASED;3,189
17008,8;521,7;1110,6;28,26;76,71;24,41;5,24;Bok Choy;SOIL_BASED;3,499
14083,2;716,8;1185,4;24,99;69,16;22,1;6,57;Spinach;SOIL_BASED;3,401
10951,2;673,5;949,2;21,72;77,57;17,73;6,39;Spinach;AQUAPONIC;4,28
18183,9;898,6;1640,7;18,79;64,34;14,15;6,58;Lettuce;AEROPONIC;5,775
15473,4;1072,6;1037,1;24,64;62,29;19,88;5,88;Chinese Cabbage;AQUAPONIC;4,09
19419,4;765,1;1267,0;21,36;74,18;18,35;6,62;Lettuce;AEROPONIC;5,786
14116,2;794,3;1047,1;27,56;65,12;22,71;6,86;Lettuce;SOIL_BASED;4,126
15203,2;663,7;1432,9;18,31;73,37;13,55;5,89;Spinach;SOIL_BASED;3,379
19473,0;876,6;1537,4;24,06;72,34;20,2;6,13;Lettuce;AQUAPONIC;5,292
15345,5;747,9;939,6;26,1;68,91;21,39;6,48;Chinese Cabbage;HYDROPONIC;4,461
9953,9;785,3;1451,9;26,34;62,84;23,18;6,5;Lettuce;SOIL_BASED;3,983
9448,3;900,5;969,6;25,83;71,04;23,76;6,93;Chinese Cabbage;HYDROPONIC;4,448
8472,1;868,7;1176,6;24,45;61,55;20,87;6,4;Lettuce;AEROPONIC;5,895
11432,6;739,4;1969,2;23,86;68,83;19,75;6,02;Chinese Cabbage;AQUAPONIC;4,101
13021,7;894,3;1353,1;26,04;82,3;21,8;6,34;Lettuce;HYDROPONIC;5,67
17616,4;1026,3;1514,3;24,45;78,54;22,58;5,47;Lettuce;HYDROPONIC;5,47
18061,2;824,8;1361,7;24,54;63,68;20,43;6,66;Bok Choy;SOIL_BASED;4,069
7161,3;855,8;1239,3;23,6;70,32;19,76;6,04;Chinese Cabbage;HYDROPONIC;4,406
16664,8;866,0;1120,2;22,42;63,44;16,99;5,86;Chinese Cabbage;HYDROPONIC;4,258
13211,5;628,4;1665,0;19,72;70,39;15,31;5,78;Chinese Cabbage;AEROPONIC;4,632
15722,6;849,9;1779,5;20,2;60,21;15,74;5,97;Kale;AQUAPONIC;5,465
21245,7;760,0;1294,0;22,43;62,43;17,84;5,55;Lettuce;SOIL_BASED;3,993
11624,8;962,1;1595,1;23,16;83,93;17,59;6,0;Chinese Cabbage;SOIL_BASED;3,16
16231,2;800,6;1507,3;20,79;69,13;16,21;5,99;Kale;HYDROPONIC;6,347
18220,2;706,7;1230,9;20,58;64,18;15,32;5,84;Bok Choy;AEROPONIC;5,013
14789,0;733,6;1295,1;22,48;49,92;19,67;6,03;Chinese Cabbage;HYDROPONIC;4,065
12333,4;1030,3;1166,5;26,03;69,42;20,41;6,13;Chinese Cabbage;HYDROPONIC;4,709
12274,3;1215,4;1811,1;17,56;86,58;13,86;5,79;Kale;SOIL_BASED;3,889
12819,6;838,1;1490,4;20,87;63,15;17,26;6,26;Lettuce;HYDROPONIC;5,389
15319,3;679,1;1288,2;23,95;64,73;19,5;5,88;Bok Choy;HYDROPONIC;4,983
12101,8;581,8;1154,0;27,1;68,41;23,08;5,85;Chinese Cabbage;AEROPONIC;4,483
16570,8;710,5;1414,5;29,55;62,62;25,55;6,5;Lettuce;SOIL_BASED;4,248
15966,8;788,5;941,8;22,54;86,77;17,89;6,31;Bok Choy;AQUAPONIC;4,763
8486,2;705,2;1083,3;22,5;76,33;18,86;6,74;Spinach;AEROPONIC;5,259
18436,5;604,5;1227,9;23,11;73,92;18,61;6,18;Spinach;AEROPONIC;5,137
22232,3;834,7;1170,4;24,14;85,97;21,36;6,2;Bok Choy;AEROPONIC;4,937
12819,8;730,8;1225,4;23,37;82,5;18,74;6,44;Kale;SOIL_BASED;4,13
17705,7;743,7;1456,6;23,83;68,67;19,33;5,78;Bok Choy;HYDROPONIC;5,011
19214,2;832,7;1784,4;19,76;65,63;15,95;5,92;Bok Choy;AQUAPONIC;4,348
17009,8;733,6;1465,7;18,85;65,54;15,53;6,54;Kale;SOIL_BASED;4,213
16466,8;1305,4;1239,9;25,5;63,39;21,98;6,22;Kale;HYDROPONIC;5,863
8574,9;863,7;1541,6;22,96;66,14;19,3;5,71;Lettuce;AEROPONIC;5,879
13505,5;573,1;1292,6;25,83;63,65;22,27;6,64;Lettuce;SOIL_BASED;4,306
13970,5;891,5;795,0;24,13;58,43;19,95;5,72;Kale;HYDROPONIC;5,652
19174,9;870,7;1591,3;19,49;47,43;15,08;6,3;Spinach;AQUAPONIC;4,127
10016,6;833,1;971,8;27,85;76,89;23,38;6,1;Spinach;AQUAPONIC;4,571
21324,6;986,7;1314,5;23,59;45,38;20,05;5,58;Bok Choy;HYDROPONIC;4,409
20222,9;844,3;1072,6;21,41;71,02;16,9;6,04;Chinese Cabbage;SOIL_BASED;3,435
11026,6;641,0;983,8;22,0;76,23;19,12;6,3;Bok Choy;AEROPONIC;4,709
10127,1;645,4;1164,0;20,11;71,74;17,56;6,16;Bok Choy;HYDROPONIC;4,861
18286,0;728,6;620,7;24,43;66,74;19,6;6,0;Chinese Cabbage;AEROPONIC;4,169
13485,4;908,6;1099,5;23,19;69,84;20,23;6,02;Kale;AQUAPONIC;5,519
13644,1;660,4;1388,8;29,15;64,3;26,51;6,35;Spinach;HYDROPONIC;4,708
17931,0;617,1;1375,3;24,96;67,21;22,23;6,34;Bok Choy;AQUAPONIC;4,736
10390,5;1166,6;793,2;28,98;65,32;24,54;6,08;Chinese Cabbage;AEROPONIC;4,145
17889,6;782,3;1532,2;20,81;62,16;16,46;6,41;Lettuce;AEROPONIC;5,693
10179,0;689,4;1896,8;22,57;78,11;18,07;6,55;Bok Choy;HYDROPONIC;4,787
9963,6;378,3;1729,3;25,99;75,41;21,59;6,18;Spinach;HYDROPONIC;4,457
17708,1;650,1;1142,9;25,15;66,73;21,48;5,71;Kale;HYDROPONIC;5,784
16919,2;663,9;1108,6;23,46;68,4;19,74;6,26;Bok Choy;AQUAPONIC;4,886
6854,9;776,6;1046,8;20,49;61,65;17,75;6,36;Bok Choy;AEROPONIC;5,018
17596,6;752,8;1754,6;17,4;71,06;12,64;6,23;Chinese Cabbage;AEROPONIC;4,316
21254,5;840,6;1145,2;22,88;67,12;18,48;5,81;Lettuce;AQUAPONIC;5,651
14885,4;595,5;1095,6;23,0;65,19;19,62;5,92;Lettuce;HYDROPONIC;5,902
18992,2;979,6;1497,8;23,86;70,18;18,42;6,56;Kale;SOIL_BASED;4,246
13727,4;953,7;1575,4;19,45;68,72;16,5;6,41;Spinach;HYDROPONIC;4,627
18298,7;647,2;1533,2;21,04;60,81;16,61;6,47;Kale;SOIL_BASED;3,991
5267,0;1046,8;1005,8;24,6;75,65;22,15;6,55;Bok Choy;SOIL_BASED;3,773
12336,9;593,0;1408,3;25,14;76,37;21,89;5,79;Bok Choy;AQUAPONIC;4,788
24460,5;643,1;1660,1;24,06;62,21;21,35;5,57;Lettuce;AEROPONIC;5,781
19757,7;648,3;1280,6;22,53;95,0;17,7;6,49;Spinach;AEROPONIC;4,673
13421,4;688,6;1356,7;20,18;59,97;14,09;5,24;Chinese Cabbage;AEROPONIC;4,621
14428,7;641,9;1332,8;26,17;73,23;22,88;6,82;Spinach;AEROPONIC;5,173
10596,1;714,2;1209,9;25,54;72,78;21,99;6,15;Bok Choy;AQUAPONIC;4,801
14559,4;885,6;1397,9;21,89;74,12;15,77;5,98;Chinese Cabbage;SOIL_BASED;3,216
8479,4;736,9;1511,2;25,83;82,53;22,26;5,95;Spinach;AEROPONIC;5,004
16387,4;1242,4;1618,7;23,31;65,67;17,89;5,89;Spinach;SOIL_BASED;3,374
12555,7;985,8;1265,6;21,59;68,36;16,78;6,28;Chinese Cabbage;AQUAPONIC;4,255
16951,8;966,6;1297,5;26,09;71,61;21,33;6,06;Bok Choy;HYDROPONIC;4,629
12512,2;644,2;1148,8;23,78;53,69;18,07;6,41;Spinach;AQUAPONIC;3,796
12286,9;730,6;1690,3;22,3;69,15;17,56;6,53;Chinese Cabbage;AEROPONIC;4,604
17700,6;711,3;1167,7;19,91;71,41;16,96;5,98;Bok Choy;HYDROPONIC;4,889
12969,0;622,5;1254,5;20,17;61,98;16,71;6,29;Chinese Cabbage;AQUAPONIC;3,665
13201,1;1078,6;1300,7;25,87;86,56;22,49;6,21;Chinese Cabbage;AQUAPONIC;3,821
19809,5;937,1;1334,3;24,77;70,23;21,24;5,98;Spinach;SOIL_BASED;3,334
19727,3;752,6;890,5;20,22;61,73;15,14;5,74;Bok Choy;AQUAPONIC;4,371
17497,1;840,9;1422,0;20,17;63,14;16,69;5,8;Spinach;HYDROPONIC;4,717
14603,0;793,7;1395,6;29,39;61,28;24,92;6,53;Kale;AQUAPONIC;5,403
23213,7;638,0;1321,1;24,8;61,57;21,04;6,0;Kale;AEROPONIC;6,485
19363,4;893,5;1373,6;26,89;70,87;22,3;6,21;Bok Choy;SOIL_BASED;3,656
12249,6;794,5;1265,8;27,68;71,64;24,43;6,64;Chinese Cabbage;HYDROPONIC;4,011
17107,0;704,2;906,2;20,9;71,83;15,42;5,87;Spinach;HYDROPONIC;4,613
11109,8;612,2;1564,5;28,38;73,75;22,86;6,26;Spinach;AQUAPONIC;3,558
16090,7;866,2;902,4;20,48;71,59;16,95;6,26;Bok Choy;AEROPONIC;5,283
13895,4;769,1;1053,7;25,54;86,5;21,71;5,96;Bok Choy;SOIL_BASED;3,459
12621,1;655,5;1591,9;23,18;75,7;19,5;6,12;Kale;HYDROPONIC;6,085
16158,4;954,7;928,3;25,53;59,21;20,73;6,98;Lettuce;SOIL_BASED;4,144
11525,2;800,7;1238,9;22,91;68,29;18,44;5,97;Bok Choy;AQUAPONIC;4,622
13655,2;524,8;1751,5;25,04;58,41;21,33;5,95;Lettuce;AEROPONIC;5,871
16166,3;993,4;1298,8;27,31;68,19;23,76;5,82;Bok Choy;AQUAPONIC;4,476
14860,8;563,3;921,8;26,64;56,04;21,46;6,07;Chinese Cabbage;SOIL_BASED;3,231
13898,2;705,1;1475,6;23,33;66,01;18,64;6,21;Chinese Cabbage;AQUAPONIC;3,803
13453,1;785,6;1396,9;20,83;67,08;16,25;6,65;Kale;SOIL_BASED;4,586
